guide_id	gene_name	label	log2_fc	p_value
AARS#chr16:70289397-70289415(-)	AARS	positive_control	-0.23409837	0.7630593601916488
AARS#chr16:70289419-70289437(-)	AARS	positive_control	-0.22128756	0.7777967752386519
AARS#chr16:70289477-70289495(-)	AARS	positive_control	0.10404331	0.9068515125028788
B2M#chr15:44711560-44711578(-)	B2M	positive_control	-2.8630202	3.16712273476008e-118
CD151#chr11:833006-833024(+)	CD151	positive_control	-2.6422935	3.483123023807376e-147
CD151#chr11:833042-833060(-)	CD151	positive_control	-2.1947134	0.0
CD29#chr10:32958199-32958217(-)	CD29	positive_control	-0.3115724	0.0472849551987871
CD55#chr1:207321714-207321732(+)	CD55	positive_control		
CD81#chr11:2377315-2377333(+)#strong	CD81	positive_control	-2.7931943	2.6291118756316707e-137
CD81#chr11:2377315-2377333(+)#weak	CD81	positive_control	-2.5468454	7.540384282818824e-110
DNAJC19#chr3:180989302-180989320(-)	DNAJC19	positive_control	-2.987185	1.565879428126207e-07
DNAJC19#chr3:180989327-180989345(-)	DNAJC19	positive_control	-2.905416	2.9125310644637777e-06
DNAJC19#chr3:180989630-180989648(-)	DNAJC19	positive_control	-1.3122112	1.1987754954010916e-12
MALAT1#chr11:65497796-65497814(-)	MALAT1	positive_control	-1.6485779	4.238001047612507e-109
NGFRAP1#chrX:103376320-103376338(+)	NGFRAP1	positive_control	-2.1135955	0.0
POLR1D#chr13:27621863-27621881(-)	POLR1D	positive_control	-1.3319944	0.0555737683221922
POLR1D#chr13:27621883-27621901(-)	POLR1D	positive_control	-0.1569611	0.8130325597677766
POLR1D#chr13:27621915-27621933(-)	POLR1D	positive_control	-0.5145159	0.4997876267227965
TFRC#chr3:196082075-196082093(-)	TFRC	positive_control	-3.176254	1.4694802282479906e-58
non-targeting_00006		non_targeting		
non-targeting_00010		non_targeting		
non-targeting_00013		non_targeting		
non-targeting_00018		non_targeting		
non-targeting_00020		non_targeting		
non-targeting_00021		non_targeting		
non-targeting_00026		non_targeting		
non-targeting_00037		non_targeting		
non-targeting_00047		non_targeting		
non-targeting_00062		non_targeting		
non-targeting_00081		non_targeting		
non-targeting_00095		non_targeting		
non-targeting_00131		non_targeting		
non-targeting_00148		non_targeting		
non-targeting_00158		non_targeting		
non-targeting_00162		non_targeting		
non-targeting_00164		non_targeting		
non-targeting_00166		non_targeting		
non-targeting_00169		non_targeting		
non-targeting_00170		non_targeting		
non-targeting_00176		non_targeting		
non-targeting_00179		non_targeting		
non-targeting_00183		non_targeting		
non-targeting_00186		non_targeting		
non-targeting_00190		non_targeting		
non-targeting_00205		non_targeting		
non-targeting_00215		non_targeting		
non-targeting_00227		non_targeting		
non-targeting_00234		non_targeting		
non-targeting_00250		non_targeting		
non-targeting_00265		non_targeting		
non-targeting_00271		non_targeting		
non-targeting_00284		non_targeting		
non-targeting_00287		non_targeting		
non-targeting_00289		non_targeting		
non-targeting_00293		non_targeting		
