guide_id	gene_name	label	log2_fc	p_value
AARS#chr16:70289397-70289415(-)	AARS	positive_control	-0.01392738	0.9878347002227844
AARS#chr16:70289419-70289437(-)	AARS	positive_control	-0.00239574	0.9980081865554352
AARS#chr16:70289477-70289495(-)	AARS	positive_control	0.112099774	0.9044344295231704
B2M#chr15:44711560-44711578(-)	B2M	positive_control	-2.4321132	2.1346459270024923e-306
CD151#chr11:833006-833024(+)	CD151	positive_control	-2.3842728	6.683796988930342e-210
CD151#chr11:833042-833060(-)	CD151	positive_control	-2.1257	0.0
CD29#chr10:32958199-32958217(-)	CD29	positive_control	-0.63597757	3.002813210937105e-40
CD55#chr1:207321714-207321732(+)	CD55	positive_control	-2.5220141	5.235928964251597e-72
CD81#chr11:2377315-2377333(+)#strong	CD81	positive_control	-2.139992	1.0380425400454723e-43
CD81#chr11:2377315-2377333(+)#weak	CD81	positive_control	-2.1194735	2.034318903138678e-158
DNAJC19#chr3:180989302-180989320(-)	DNAJC19	positive_control	-2.167211	2.977480208931823e-11
DNAJC19#chr3:180989327-180989345(-)	DNAJC19	positive_control	-1.4818497	4.936769585050072e-10
DNAJC19#chr3:180989630-180989648(-)	DNAJC19	positive_control	-1.7812862	1.2373498596254377e-15
MALAT1#chr11:65497796-65497814(-)	MALAT1	positive_control	-2.794845	0.0
NGFRAP1#chrX:103376320-103376338(+)	NGFRAP1	positive_control	-2.076212	0.0
POLR1D#chr13:27621863-27621881(-)	POLR1D	positive_control	-0.2679503	0.6428036505071113
POLR1D#chr13:27621883-27621901(-)	POLR1D	positive_control	-0.03245957	0.9747349395288774
POLR1D#chr13:27621915-27621933(-)	POLR1D	positive_control	0.30473667	0.6693124624535807
TFRC#chr3:196082075-196082093(-)	TFRC	positive_control	-1.8304898	1.3467788127365777e-33
non-targeting_00006		non_targeting		
non-targeting_00010		non_targeting		
non-targeting_00013		non_targeting		
non-targeting_00018		non_targeting		
non-targeting_00020		non_targeting		
non-targeting_00021		non_targeting		
non-targeting_00026		non_targeting		
non-targeting_00037		non_targeting		
non-targeting_00047		non_targeting		
non-targeting_00062		non_targeting		
non-targeting_00081		non_targeting		
non-targeting_00095		non_targeting		
non-targeting_00131		non_targeting		
non-targeting_00148		non_targeting		
non-targeting_00158		non_targeting		
non-targeting_00162		non_targeting		
non-targeting_00164		non_targeting		
non-targeting_00166		non_targeting		
non-targeting_00169		non_targeting		
non-targeting_00170		non_targeting		
non-targeting_00176		non_targeting		
